Source,Sector,Business Name,Email,Phone number,Address,Name,Title of Contact Person,Website
Master.xlsx,List_Of_Sme,Maunikum,daneesha2426@gmail.com,59490028,"Dauphine Street, Port Louis",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Mohabeer,garagemohabeer123@gmail.com,58968847; 6868416; 686841658968847,"Impasse Savonnerie, Clairfonds 3, Vacoas",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Moonoosawmy,swarajmoonoosawmy@gmail.com,59051130,"Noordally Lane, Surinam",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Mujaa Co Ltee,lmujaa@intnet.mu,57887140,"13, Noor-E-Islaam Street, Port Louis",,,-; http://intnet.mu
Master.xlsx,List_Of_Sme,Myram,garageakhtar@gmail.com,57990761,"Avenue Des Moineaux, Medine Camp De Masque",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Nowbuth,shehzad0710@hotmail.com,58019609,"Middle Road, Plaine Des Papayes",,,-; http://hotmail.com
Master.xlsx,List_Of_Sme,Pasnin Kayzy Angy Gabriel,kayzy07@live.com,2110836; 211083658497378; 58497378,"7, Malborough Street, Les Salines, Port Louis",,,-; http://live.com
Master.xlsx,List_Of_Sme,Powertrain Solutions Ltd,powertrain@talbot.mu,4835660; 483566057293416; 57293416,"Royal Road, Black River",,,-; http://talbot.mu
Master.xlsx,List_Of_Sme,R.Khoodoruth Tyre Center Ltd,fnservices@ymail.com,57022992; 57146757; 5714675757022992,"79, Solferino Street, Rose Hill",,,-; http://r.khoodoruth; http://ymail.com
Master.xlsx,List_Of_Sme,Rajabally,ambalbrunet@gmail.com,57601387; 6225559; 622555957601387,"One Way Road, Chemin Grenier",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Nds Parts Ltd,adriengregory@gmail.com,52597815,"Morc. Vrs, Plot 4, Pointe Aux Piments",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Race Car Rental Ltd,racecarrental@hotmail.com,52513425,"Morc Mon Choisy, Plot 60, Mont Choisy",,,-; http://hotmail.com
Master.xlsx,List_Of_Sme,Raman,jamalrulzz@gmail.com,4129988; 412998857840967; 57840967,"Temple Rd, Amaury, Belle Vue Maurel",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Nk7 Car Wash Ltd,nk7carwash@gmail.com,59100139; 5910013959248831; 59248831,"Thommy D'Arifat, Corner Ritter, Curepipe",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Oree,ashley.oree00@gmail.com,57600062,"Branch Road, New Grove",,,-; http://ashley.oree00@gmail.com
Master.xlsx,List_Of_Sme,Premium Auto Services Ltd,premiumautoserviceltd@gmail.com,2860303; 286030352503693; 52503693,"Jackaria St, St Vincent De Paul, Pailles",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Ragoonath,yragoonath@yahoo.com,4194775; 419477557864775; 57864775,"Anil Road, La Luicie Roy, Bel Air Riviere Seche",,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,Ramphul,abishekramphul837@gmail.com,57892835,"La Source, Quatre Bornes",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Rocket Motors Ltd,stephane@rocketmotors.mu,59760617,"B1 Engen Fuel Station, Reduit",,,-; http://rocketmotors.mu
Master.xlsx,List_Of_Sme,S&S Car Wash Ltd,tinaseeratun@yahoo.com,57878440,"Centre Commercial Du Vieux Moulin, Rose Belle",,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,Seesurun,donshyams13@gmail.com,58612575,"No. 93 Stevenson Street, Bain Des Dames, Cassis, Port Louis",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Sheedeni,pdtvishay@yahoo.com,52540257; 6271445; 627144552540257,"Mosque Road, Rose Belle",,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,Right Road All In One Garage Ltd,rightroad90@yahoo.com,57141165; 5714116557639940; 57639940,"Royal Road, Rose Belle, Back Yard Of Le Vieux Moulin",,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,Roshan Autoparts And Repairs Co Ltd,r.bachoo@intnet.mu,52513142,"57, Royal Road, Beau Bassin",,,-; http://r.bachoo@intnet.mu
Master.xlsx,List_Of_Sme,Saurtee,nitishsaurtee@gmail.com,57633150,"Temple Road, Trois Boutiques, Union Vale",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Seeburuth,vinaseebaruth@gmail.com,57558281; 57826756; 5782675657558281,"37 Bonne Terre, Vacoas",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Serach Co.Ltd,serach@live.com,57532020; 57542020; 5754202057532020,"A15, Blk 03, Sme Park, La Tour Koenig, Point Aux Sables",,,-; http://co.ltd; http://live.com
Master.xlsx,List_Of_Sme,Singh,vs.electricalcargarage@gmail.com,57041939,"58, Camp Bombaye No.2, Vacoas",,,-; http://no.2; http://vs.electricalcargarage@gmail.com
Master.xlsx,List_Of_Sme,Rkj Vulganisation Ltd,rkjvulganisation@gmail.com,57183896; 571838965784144057328174; 57328174; 57841440,"Avenue De Plevitz, Plaisance, Rose Hill",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Sayed Hassen Chiragh Ally,7.sayedhassen24@gmail.,59019212,"21 A, Labourdonnais Street, Port Louis",,,-; http://7.sayedhassen24@gmail
Master.xlsx,List_Of_Sme,Seeras,rajenmechanic@hotmail.com,52927741; 5292774157547496; 57547496,"Ex Post Office Road, Industrial Zone, St Pierre",,,-; http://hotmail.com
Master.xlsx,List_Of_Sme,Soleiro Car Rental Ltd,info@soleiro-carrental.com,57340468; 5734046857893649; 57893649,"Surya Mukhi Street, Near Super U Grand Bay, Grand Bay",,,-; http://soleiro-carrental.com
Master.xlsx,List_Of_Sme,Sophi,mastermind0995@gmail.com,58188888,"Royal Rd, Helvetia, St Pierre",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Speedy Auto Care Ltd,info@aicorpservices.com,57723917,"17, Diego Garcia St, Vallee Pitot",,,-; http://aicorpservices.com
Master.xlsx,List_Of_Sme,Sun E-Bike Ltd,christophemauritius@gmail.com,52551182; 5255118252551182,"Dr Cure Street, Vacoas",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Top Turn Co Ltd,topturn60@gmail.com,52941449,"Industrial Zone, La Tour Koenig",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Traveuxmeca Mobile Ltd,mytil@live.it,57827609,"Ramnarain Lane, Mahebourg",,,-; http://live.it
Master.xlsx,List_Of_Sme,Sookheea,samoodsookheea@gmail.com,4320156; 432015657605110; 57605110,"Bucktowarsing Lane, L'Avenir, Saint Pierre",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Transferiste Tyres Ltd,transferiste@gmail.com,52507540; 6277458; 627745852507540,"Royal Road, Mare D'Albert",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Vihaan Car Rental Co. Ltd,vihaancarrental23@gmail.com,54216569; 6376205; 637620554216569,"Gilbert Road, Plaine Magnien",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,World Of Silencers Ltd,clydenatchedy@gmail.com,2383317; 238331759452410; 59452410,"Junction Road, Pailles",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Zoo Mechanic And Spare Parts Ltd,azagen7777@gmail.com,57832083; 6226513; 622651357832083,"Tamil Temple Road, Chemin Grenier",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Well Gripper Co Ltd,aubdool286@uland.com,2181932; 218193257289499; 57289499,"Brabant Street Volume 4410 No 30, Port Louis",,,-; http://uland.com
Master.xlsx,List_Of_Sme,Wrapstyle Ltd,info@wrapstyle.mu,57690300; 5769030059415228; 59415228,"7-11 G Ambroisine Street, Port Louis",,,-; http://wrapstyle.mu
Master.xlsx,List_Of_Sme,Wheelcare Co Ltd,thetyreshopco@gmail.com,4241276; 424127657557429; 57557429,"Candos Vacoas Road, Hansye Building, Opposite Stadium, Quatre Bornes",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Abdalla Gloria,lagourmandisedegloria@gmail.com,59741534,"Cite La Ferme, Nero Lane, Bambous",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Aesis Limited,aesisltd@tutamail.com,59402246,"292, Royal Road, Rose Hill",,,-; http://tutamail.com
Master.xlsx,List_Of_Sme,Auleear,shaz.auleear@gmail.com,57560145; 5756014559078617; 59078617,"8, Goa Street, Port Louis",,,-; http://shaz.auleear@gmail.com
Master.xlsx,List_Of_Sme,Baccar,naeashraf@gmail.com,57231404; 57866667; 5786666757231404,"No 77D, Dr Hassen Sakir Street, Port Louis",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Ballgobind,jessicaballgobin206@gmail.com,58177425,"Bougan Ville Street, A6 Cite Balisson, Rose Belle",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Al Raza Bakery & Pastry Co Ltd,raza4cars@gmail.com,52573029,"Longtill Road, La Sourdine, L'Escalier",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Armand,aubreyfordoea@gmail.com,54285589,"Route Abattoire, La Caverne, Vacoas",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Aurokeum,aurokeum.j@yahoo.com,52598331,"8B, Rue Antoine Manancourt Street, Stanley, Rose Hill",,,-; http://aurokeum.j@yahoo.com
Master.xlsx,List_Of_Sme,Badree,henanandeeta@gmail.com,59464875,"28 Avenue Trianon No 1, Quatre Bornes",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Bastien Sylva,ludobastien007@hotmail.com,59745131,"4, Latham Koenig Street, Beau- Bassin",,,-; http://hotmail.com
Master.xlsx,List_Of_Sme,Addison,melba.addison92@gmail.com,54386376; 5438637657412701; 57412701,"103, Muslim Cemetery Road, Port Louis",,,-; http://melba.addison92@gmail.com
Master.xlsx,List_Of_Sme,Anne,klebrette@yahoo.fr,59384524; 6869190; 686919059384524,"12, Robin Street, Mangalkhan, Floreal",,,-; http://yahoo.fr
Master.xlsx,List_Of_Sme,Arnachellum-Bonhomme,sweetyeugenie@gmail.com,57864924,"11/13, Seraphine Street, Les Salines, Port Louis",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Auguste,naugustin917@hotmail.co.uk,4330194; 433019457020601; 57020601,"Blk 8 Cite Hortensia, Saint Pierre",,,-; http://hotmail.co.uk
Master.xlsx,List_Of_Sme,Avvaa Treats Limited,ramiltonconsulting@gmail.com,2126972; 212697257503877; 57503877,"Cnr. Charles De Gaulle & Quartier Militaire New Road, Eau Coulee",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Balisson,balissonsharon@gmail.com,57473239; 5747323959870875; 59870875,"Adventist Road, Chemin Grenier",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Baulroop,klasilahbaulroop1@gmail.com,58187391,"Ab01, La Croisee De Pretes, Nhdc, Vallee Des Pretres",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Bhagbuth,vvaishnvidb@gmail.com,57900480,"Praphupada Lane, Beaux Songes",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Bhungaloo,zpastry@hotmail.com,59391849; 6271722; 627172259391849,"Gros Billot, New Grove",,,-; http://hotmail.com
Master.xlsx,List_Of_Sme,Bhoyroo,njmeebhoyroo@gmail.com,58116636,"116, La Paix, Port Louis",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Bon Plan Boulangerie Ltee,rekharamsaha31@gmail.com,57820160,"Royal Road, Palma",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Boodhun Bibi Saïra,boodhunsaira71@gmail.com,58267719,"23, Rue Madame Camp, Le Vieux, Rose Hill",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Boojo,sanjayboojo@gmail.com,4521873; 452187359043298; 59043298,"Avenue Belle Isle, Bambous",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Beegun,faezbeegun@yahoo.com,57485307; 57672600; 5767260057485307,"Lot No.8, Morcellement Artesa, Mon Loisir, Riviere Du Rempart",,,-; http://no.8; http://yahoo.com
Master.xlsx,List_Of_Sme,Belath,noorahbelath05@gmail.com,58261169; 6271870; 627187058261169,"Telegu Temple Rd, Baramia, Rose Belle",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Bhekha,ziyabeebk@gmail.com,58278097,"Lot 1055, Rue Bouton D'Or, Morc Highlands Rose, Highlands",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Bibi Fatma,mungloof@gmail.com,54907031; 6985563; 698556354907031,"Tagore Lane, Mesnil, Phoenix",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Boodram Luchmun Roy,thavana03391@gmail.com,57893434,"Madam Barbe Street, Esperance Trebuchet",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Boucari Marie Stéphanie,stephanieboucari@gmail.com,57338724,"Stevenson Lane, Les Casernes, Curepipe",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Brutus,brutus.eric@gmail.com,2495655; 249565559854981; 59854981,"5, Edwin Michel, Cite Cha, Riche Terre",,,-; http://brutus.eric@gmail.com
Master.xlsx,List_Of_Sme,Cavpain Co Ltd,cavpain@hotmail.com,57255095,"Nhdc Complex, Watersonai Rd, La Caverne, Vacoas",,,-; http://hotmail.com
Master.xlsx,List_Of_Sme,Bread Top Ltd,jbasmeerah@yahoo.com,23057924442; 2306967128; 230696712823057924442,"Thompson Road, La Marie, Vacoas, Mauritius",,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,Canephora Ltd,admin@cafe-lux.mu,55002027,"Cnr Ave. Des Glaieuls Trianon 2, Sodnac, Quatre Bornes",,,-; http://cafe-lux.mu
Master.xlsx,List_Of_Sme,Cathan,esthercathan@yahoo.com,57268310; 57576904; 6270360; 62703605726831057576904,"Kulpoo Lane, Rose Belle",,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,Chandra,nalini@tridentmauritius.com,4631087; 463108757486845; 57486845,"L'Esplanade Du Pouce, Building 6A, La Poudriere Street, Port Louis",,,-; http://tridentmauritius.com
Master.xlsx,List_Of_Sme,Carver,kelly.lisis@yahoo.com,59320642; 6261532; 626153259320642,"F01 Nhdc, Cite Tyack, Rivere Des Anguilles",,,-; http://kelly.lisis@yahoo.com
Master.xlsx,List_Of_Sme,Cauleechurn,prayagn@smemu.org,59496990; 5949699059774809; 59774809,"Royal Road, Lallmatie",,,-; http://smemu.org
Master.xlsx,List_Of_Sme,Celine,janais996@gmail.com,58557136,"E01, Nhdc, Tamarin",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Choo Yook Hen Gentil,lisajane_mary@hotmail.com,2861521; 286152152559146; 52559146,"B3, Avenue Des Palmiers, Pailles",,,-; http://hotmail.com
Master.xlsx,List_Of_Sme,Choytah,var.sky6894@gmail.com,57659598; 6974405; 697440557659598,"Hermitage Branch Road, Camp Fouquereaux, Phoenix",,,-; http://var.sky6894@gmail.com
Master.xlsx,List_Of_Sme,Coopayen,coopayenmarybess@gmail.com,58456594,"80, Morcellement Mauripark, New Grove",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Diam,cã©dricdiam9@gmail.com; dricdiam9@gmail.com,57549960,"Royal Road, Arsenal",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Chinnapyel,hchinnapyel@gmail.com,57817932; 6752535; 675253557817932,"Tout Court Lane, Loreto Convent St, Curepipe",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Danoodarry Ashley,ashleysparrow93@gmail.com,59116876,"Morcellement Beau Plateau, Dauphin Street, Mapou",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Daureeawo,taslimd@gmail.com,52590067; 57964463; 5796446352590067,"Cardinal 4, Morc Raffray, Les Guibies, Pailles",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Digumber,poojadeegumber84@gmail.com,4551966; 455196657186738; 57186738,"14, Rue Dr Pepin, Beau Bassin",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Chonnoo Humeira,humeirachonnoo133@gmail.com,57536711,"Royal Road, Nouvelle France",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Comptoir Gourmand Ltee,comptoirgourmand2019@gmail.com,4523518; 45235185960381457487303; 57487303; 59603814,"Royal Road, Beau Songes",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Dardenne,dardenneeloise17@gmail.com,59109134,"Royal Road, Trou D'Eau Douce",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Aar And R Enterprise Ltd,arenterpriseltd.7@gmail.com,59312031; 5931203159832731; 59832731,"Allee Brillant, Castel, Phoenix",,,-; http://arenterpriseltd.7@gmail.com
Master.xlsx,List_Of_Sme,Acrocha Co Ltd,acrochacoltd@gmail.com,4250313; 59242606; 592426064250313,"16 A Ave Des Alouette, Sodnac, Quatre Bornes",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Bbl & Sons Limited,bbl.sonslimited@gmail.com,54235316; 6340156; 634015654235316,"Royal Road, Providence, Bois Des Amourettes",,,-; http://bbl.sonslimited@gmail.com
Master.xlsx,List_Of_Sme,Bhantooa,anjubhantooa1907@gmail.com,2837772; 283777254224479; 54224479,"Comlone Road, Nouvelle France",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Agroparts Services Ltd,jloubrasse@agropartsservices.com,55093723,"42, St Geran Road, Albion",,,-; http://agropartsservices.com
Master.xlsx,List_Of_Sme,Amra Cleaning And Maintenance Services Ltd,amracnm@outlook.com,57780630; 57993295; 5799329557780630,"Chady Lane, Belle Rose, Rose Hill",,,-; http://outlook.com
Master.xlsx,List_Of_Sme,Beeyafan,luvneesh18@gmail.com,59163787; 6750604; 675060459163787,"222 Impasse Malherbes, Curepipe",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Brilliant Clean Ltd,sgokool@smemu.org,57604505,Flacq,,,-; http://smemu.org
Master.xlsx,List_Of_Sme,Above & Beyond Cleaning Services Ltd,cleaning91@yahoo.com,58190206,"2 Morc Vrs, Royal Rd, Henrietta",,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,All Seasons Laundry Co Ltd,boodneepravin@gmail.com,57319722; 5731972257621892; 57621892,"Industrial Zone, Valentina, Phoenix",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Anaste Co Ltd,anastecoltd@gmail.com,2670736; 267073659235890; 59235890,"Seebundhun Lane, Plaine Des Papayes",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Bodhy,irfaansb1789@gmail.com,57277995; 6731227; 673122757277995,"E Nemorin Street, Curepipe",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Car Hygiene Ltd,nasirsoodhun@gmail.com,58814545,"La Croisette, Grand Baie",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Chetty,billychetty84@gmail.com,57483487; 5748348757505432; 57505432,"B05, Residence Melrose, Montagne Blanche",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Cleancare Building Solution Ltd,vikash.ramnauth@cleancarebsl.com,4321664; 432166452581994; 52581994,"Valory, Bois Cheri Road, Moka",,,-; http://vikash.ramnauth@cleancarebsl.com
Master.xlsx,List_Of_Sme,Couronne,couronnecindy4@gmail.com,59112255,"Avenue Tourelle, Cite Beau Sejour, Quatre Bornes",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Dan & Shi Pest Control Ltd,danshi46@yahoo.com,2620804; 262080454761814; 54761814,"No B 15, Nhdc Pavillon, Cap Malheureux",,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,Delaire Jacques Richard,r_delaire@yahoo.com,57283746,"Morc Hermitage, Coromandel",,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,Bz Cleaning Ltd,admin@bluezest.mu,2600963; 2635413; 26354132600963,"Chemin Vingt Pieds, Grand Baie",,,-; http://bluezest.mu
Master.xlsx,List_Of_Sme,Charles,bertrandcharlessr@hotmail.com,57544273,"Giquel Street, Eau Coulee, Curepipe",,,-; http://hotmail.com
Master.xlsx,List_Of_Sme,D.Lumiere Ltd,d.lumiereltd@gmail.com,52545958,"Sir Virgil Naz Street, Port Louis",,,-; http://d.lumiere; http://d.lumiereltd@gmail.com
Master.xlsx,List_Of_Sme,Deep Cleaning Ltd,marketing.dcl@outlook.com,2180185; 218018557891676; 57891676,"Royal Road, Vallee Des Pretres",,,-; http://marketing.dcl@outlook.com
Master.xlsx,List_Of_Sme,Desveaux Sky Enterprise Ltd,desveauxskyenterprise@gmail.com,57987863,"Wellington Street, Rose Hill",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,E.Z.L Services Ltd,ezl.admin@k-ldecontamination.com; ezl.admin@k-ldecontamination.com/ezl@k-ldecontamination,4523334; 52363622; 57183249; 57183249452333452363622,"La Valette, Bambous",,,-; http://e.z.l; http://ezl.admin@k-ldecontamination.com/ezl@k-ldecontamination
Master.xlsx,List_Of_Sme,Eleven General Facilities Ltd,kev.elevengeneral@gmail.com,58191597,"Desboucher Street, Roche Bois",,,-; http://kev.elevengeneral@gmail.com
Master.xlsx,List_Of_Sme,General Clean-Tech Ltd,nicha.gcl@hotmail.com,57824417; 57978867; 5797886757824417,"Bois Mangues, Plaine Des Papayes",,,-; http://nicha.gcl@hotmail.com
Master.xlsx,List_Of_Sme,Dr Goreeba Laundry Ltd,rgoreeba@yahoo.com,59444344,Pamplemousses,,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,Easy Clean Services Ltd,collen04@gmail.com,57886441,"Allee Brillant, Vacoas",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Edoo,jeshnaedoo3104@gmail.com,4542168; 454216857537648; 57537648,"Pere Arokium, Roches Brunes",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Em Mighty Cleaning Company Ltd,emmightycleaning@gmail.com,57447653; 59060083; 5906008357447653,"Venkatasamy Street, Chebel, Beau Bassin",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Fayolle Pest Control Ltd,pestcontrol.fayolle@gmail.com,58271337,"Avenue Des Vacoas, Tamarin",,,-; http://pestcontrol.fayolle@gmail.com
Master.xlsx,List_Of_Sme,Ganhomecare Services Ltd,ganhomecare.services@gmail.com,2657128; 265712858394680; 58394680,"Lot 82, Morc Sagittaire, Mon Choisy",,,-; http://ganhomecare.services@gmail.com
Master.xlsx,List_Of_Sme,Dust Busters Company Ltd,dustbusters433@gmail.com,57926388,"Cote D'Or, St Pierre",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Eco Bonheur Ltd,info@ecobonheur.mu; jonathan@ecobonheur.mu; jonathan@ecobonheur.mu / info@ecobonheur.mu,59191616; 59191623; 5919162359191616,Roches Brunes,,,-; http://ecobonheur.mu
Master.xlsx,List_Of_Sme,Express Cleaning & Services Ltd,expressclean@intnet.mu,57272768,Beau Bassin,,,-; http://intnet.mu
Master.xlsx,List_Of_Sme,G-Nettoye Co Ltd,brassejbd@gmail.com,57734140,Port Louis,,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Goorah Pro & Rapid Services Ltd,goorahnadeema@gmail.com,4341075; 43410755936704352506697; 52506697; 59367043,"Branch Road, Gentilly Moka",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Hytec Cleaning Services Ltd,hyteccleancingteam@outlook.com,57337416; 5733741657915326; 57915326,"Avenue Lotus, Circonstance, St Pierre",,,-; http://outlook.com
Master.xlsx,List_Of_Sme,Indigo Square Ltd,a.pardessy@groupe-acoi.com,2496736; 249673657259697; 57259697,"Royal Road, Arsenal",,,-; http://a.pardessy@groupe-acoi.com
Master.xlsx,List_Of_Sme,Issopjee Peerbocus,ilemauricetransfer@gmail.com,54742200,"Morc Raffray, Le Hochet, Terre Rouge",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Jauhangeer,shameemj84@gmail.com,58858973,"Plaisance, Rose Hill",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Greenlife Creations Ltd,jr.kpimauritius@gmail.com,54218233; 5421823354218233,"Avenue Des Marlins Unit B6, Residence Avani 4, Tamarin",,,-; http://jr.kpimauritius@gmail.com
Master.xlsx,List_Of_Sme,Heeramun,manxco4@gmail.com,55090397,"Shivala Road, Mont Gout Pamplemousses",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Iclean Services Ltd,nishant@iclean-ltd.com; samantha.badree@icloud.com; samantha.badree@icloud.com / samantha@iclean-ltd.com / nishant@iclean-ltd.com; samantha@iclean-ltd.com,59135657,"21, Tournesol Street, Mare Gravier",,,-; http://iclean-ltd.com; http://samantha.badree@icloud.com
Master.xlsx,List_Of_Sme,Innov Jobs Enterprise Ltd,subrunj@yahoo.com,52540639; 525406396274992; 6274992,"Petit Bois Road, Bel Air Riviere Seche",,,-; http://yahoo.com
Master.xlsx,List_Of_Sme,Jw Innovative Garden Ltd,wendalecale@gmail.com,58444264,"Richelieu, Petite Riviere",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Happy Helpers Co Ltd,happyhelperscoltd@gmail.com,57818100,"Saint Michel, Bel Air Riviere Seche",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Island Pest Destroyer Ltd,islandpestdestroyer@gmail.com,57439949; 5743994957906265; 57906265,Port Louis,,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Jeewoot,ashhaduanmjeewoot@gmail.com,57264843; 57668770; 5766877057264843,Morcellement St Andre,,,-; http://gmail.com
Master.xlsx,List_Of_Sme,K Nauris Ltd,kramnauris@gmail.com,57601771,"Camp De Masque Road (B55), Bel Air Rivière Sèche",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Magnetic Insect Screen Co Ltd,magneticinsectscreen1@gmail.com,52571183; 6741875; 674187552571183,"Commerson Street, Curepipe",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Mario Michel And Sons Limited,shinemyride01@gmail.com,52517650; 57362665; 5736266552517650,"Jackson Road, Vacoas",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Lux Blanchisserie Ltee,seamcol@intnet.mu,2132411; 213241157816398; 57816398,"Arsenal-Pte Aux Piments Road, Arsenal",,,-; http://intnet.mu
Master.xlsx,List_Of_Sme,Maid Of West Ltd,maidofwest@outlook.com,4515158; 451515854946443; 54946443,"Remy Oliier Road, La Gaulette",,,-; http://outlook.com
Master.xlsx,List_Of_Sme,Maruthamuthee Dilen Teddy,tedusmarine@hotmail.com,59078747,"Rev, Pere Dufay Ave, Plaisance, Rose Hill",,,-; http://hotmail.com
Master.xlsx,List_Of_Sme,Kesso Land Maintenance Services Ltd,info@vergergroup.com,4535443; 52592627; 525926274535443,"The Avenue Residences, Quatre Bornes",,,-; http://vergergroup.com
Master.xlsx,List_Of_Sme,Laundry Of Terre Rouge Ltd,info@ltrmauritius.com,2480399; 248039957428808; 57428808,Terre Rouge,,,-; http://ltrmauritius.com
Master.xlsx,List_Of_Sme,Life Clean Ltd,nirajappadoo16@gmai.com,4136120; 57966181; 579661814136120,Flacq,,,-; http://gmai.com
Master.xlsx,List_Of_Sme,Moclean Net Ltd,rebeka@elmserviceltd.net,4633301; 463330152592577; 52592577,"10, Rue Tan Kwan Street, Port Louis",,,-; http://elmserviceltd.net
Master.xlsx,List_Of_Sme,Mossae,acs.servicesmru@gmail.com,52511221,Quatre Bornes,,,-; http://acs.servicesmru@gmail.com
Master.xlsx,List_Of_Sme,Myrthil Steeve Mervyn,smyrthil66@gmail.com,52584987,"Sadally Road, Vacoas",,,-; http://gmail.com
Master.xlsx,List_Of_Sme,Nettoyageplus And Transportplus And Securityplus Services Ltd,shivani.patten@yahoo.com,59039800; 6063183; 606318359039800,"La Marie, Quinze Cantons, Vacoas",,,-; http://shivani.patten@yahoo.com
Master.xlsx,List_Of_Sme,Nickelnet Company Limited,kp.nickelnet@gmail.com,2627708; 262770857239906; 57239906,Riviere Du Rempart,,,-; http://kp.nickelnet@gmail.com
